1,3,2,4,3,2,3
2,5,5,5,5,5,5
3,3,3,5,4,3,4
4,3,1,2,4,3,2
5,5,4,4,5,3,5
6,2,4,2,5,4,3
7,4,2,3,2,3,2
8,2,1,1,2,2,1
9,1,2,3,1,3,1
10,5,3,3,5,5,4
11,2,4,3,4,4,3
12,1,2,2,1,2,1
13,4,3,4,5,1,4
14,2,3,3,4,3,3
15,5,4,5,5,4,5
16,3,1,4,3,1,2
17,2,2,3,2,3,2
18,3,3,3,3,3,3
19,1,2,4,3,2,2
20,5,3,4,4,2,4
21,2,1,3,4,3,2
22,5,3,5,4,3,4
23,4,3,3,5,4,4
24,4,3,4,3,3,3
25,2,3,3,2,3,3
26,3,3,3,2,2,2
27,4,2,2,1,1,1
28,3,2,3,1,2,1
29,1,2,3,5,5,1
30,2,4,3,5,5,4
31,1,3,3,5,5,3
32,1,4,4,5,2,3
33,5,2,5,5,5,2
34,1,3,4,5,5,2
35,2,4,3,5,4,5
36,3,2,2,5,5,2
37,1,4,4,5,5,4
38,3,2,3,5,5,2
39,2,1,3,2,0,1
40,1,4,5,5,4,4
41,3,4,4,5,5,4
42,1,2,3,5,5,2
43,5,5,5,5,5,5
44,2,2,3,5,2,2
45,2,1,3,5,0,1
46,3,3,3,5,3,2
47,1,4,4,5,5,4
48,1,2,3,5,5,2
49,1,2,3,5,5,2
50,1,4,4,5,3,3
51,1,2,2,5,2,2
52,2,1,3,2,0,1
53,1,1,3,5,5,1
54,1,3,3,5,2,3
55,2,3,4,5,2,2
56,2,4,3,5,5,4
57,1,2,4,5,3,2
58,2,2,4,5,5,2
59,1,2,3,5,2,2
60,1,2,3,5,1,1
61,2,3,4,5,5,2
62,3,1,2,5,5,1
63,2,2,3,5,5,1
64,2,4,4,5,4,4
65,1,3,3,5,5,3
66,2,1,3,5,5,1
67,3,3,5,5,3,2
68,3,2,3,5,2,1
69,1,1,2,5,0,1
70,1,1,3,5,5,1
71,1,2,3,5,5,2
72,1,4,4,5,5,4
73,2,3,4,5,2,2
74,2,2,4,5,3,2
75,1,1,3,5,5,1
76,4,4,4,5,3,4
77,2,2,3,5,5,1
78,1,1,2,5,5,1
79,2,2,3,5,5,2
80,2,2,4,5,5,1
81,1,2,4,5,5,2
82,2,3,4,5,4,3
83,2,2,4,5,4,2
84,1,3,2,5,5,3
85,3,1,3,5,5,1
86,1,2,1,2,0,1
87,1,2,3,5,3,2
88,3,2,4,5,3,2
89,1,2,4,5,3,2
90,1,2,4,5,3,2
91,2,4,3,5,5,4
92,1,2,5,5,5,1
93,2,3,4,5,4,3
94,2,3,3,5,5,3
95,1,2,3,5,5,3
96,2,2,3,5,5,3
97,2,2,5,5,5,3
98,1,2,3,5,5,2
99,1,3,4,5,4,3
100,1,4,3,5,4,4
101,3,3,4,5,4,4
102,2,4,5,5,4,5
103,4,4,4,5,3,4
104,1,4,3,5,3,3
105,1,3,3,5,3,3
106,1,4,4,5,5,4
107,2,3,4,5,5,2
108,3,2,5,5,5,3
109,1,1,2,5,5,1
110,2,3,4,5,5,2
111,2,2,3,5,5,3
