1,3,3,4,5,4,3
2,4,5,4,5,3,4
3,2,4,4,5,4,3
4,3,2,2,5,4,2
5,4,5,4,5,4,4
6,1,3,3,5,5,2
7,3,2,2,5,5,2
8,3,1,1,4,0,1
9,1,2,2,5,4,1
10,5,5,4,5,5,5
11,1,2,3,5,3,1
12,1,2,1,5,4,1
13,4,4,4,5,4,4
14,4,4,3,5,5,4
15,4,4,4,5,3,4
16,2,1,3,5,0,1
17,4,3,4,5,5,3
18,2,2,2,5,4,2
19,1,2,4,5,4,1
20,5,4,4,5,5,4
21,1,2,4,5,0,1
22,3,5,5,5,5,4
23,3,1,4,3,0,1
24,3,4,4,5,4,4
25,1,2,3,5,0,1
26,2,2,2,5,0,1
27,3,1,3,5,0,1
28,2,2,3,5,4,2
29,1,2,3,5,3,1
30,4,2,4,5,4,3
31,1,3,2,5,4,2
32,1,3,4,5,3,2
33,5,2,5,5,0,2
34,1,2,2,5,4,1
35,4,4,3,5,5,4
36,2,4,3,5,5,4
37,1,2,3,5,3,1
38,2,2,3,5,4,2
39,2,2,3,5,3,2
40,1,3,5,5,4,3
41,4,5,4,5,5,4
42,1,2,3,5,4,2
43,5,5,5,5,5,5
44,3,3,3,5,5,3
45,3,2,3,5,5,2
46,3,2,3,5,4,2
47,2,4,4,5,4,4
48,1,2,4,5,3,1
49,1,2,3,5,5,2
50,2,3,3,5,3,3
51,1,2,2,5,3,1
52,2,2,3,3,0,1
53,3,3,4,5,5,3
54,1,2,3,5,0,1
55,3,3,4,5,5,4
56,3,4,3,5,4,4
57,1,2,4,5,4,1
58,4,4,4,5,5,4
59,1,2,3,5,4,1
60,1,2,3,5,4,1
61,3,4,3,5,5,4
62,4,1,1,5,0,1
63,2,2,3,5,4,1
64,2,5,3,5,5,4
65,1,1,3,5,0,1
66,2,2,2,5,4,2
67,4,4,5,5,3,4
68,1,2,2,5,0,1
69,2,1,1,5,0,1
70,1,1,3,5,0,1
71,1,3,3,5,3,2
72,1,4,4,5,5,3
73,3,5,4,5,3,4
74,3,2,3,5,0,1
75,1,1,2,5,0,1
76,5,4,4,5,3,4
77,3,3,3,5,5,3
78,2,1,2,5,0,1
79,3,1,2,5,0,1
80,2,2,3,5,0,1
81,1,4,3,5,5,3
82,2,2,3,5,4,2
83,2,1,3,5,4,1
84,1,1,1,5,0,1
85,1,2,2,5,4,1
86,1,1,3,5,0,1
87,1,2,3,5,5,2
88,4,4,4,5,4,4
89,3,2,4,5,4,2
90,3,5,4,5,5,4
91,4,4,4,5,5,4
92,3,3,5,5,4,3
93,3,5,4,5,5,4
94,4,2,3,5,4,2
95,1,3,3,5,5,2
96,2,2,3,5,4,2
97,3,4,5,5,5,4
98,1,1,2,5,0,1
99,3,4,4,5,5,4
100,1,2,3,5,0,1
101,3,2,3,5,4,2
102,4,4,5,5,4,4
103,5,5,4,5,5,5
104,4,4,3,5,5,4
105,1,4,3,5,5,4
106,1,2,3,5,4,2
107,3,2,4,5,3,2
108,4,3,4,5,3,3
109,3,1,2,5,0,1
110,2,3,4,5,4,3
111,3,2,2,5,5,2
