1,1,3,3,5,2,2
2,1,4,2,5,4,3
3,1,2,3,5,2,2
4,5,3,3,5,2,3
5,1,3,4,5,4,3
6,1,3,3,5,2,2
7,5,3,3,5,2,3
8,1,2,2,5,2,2
9,1,3,3,5,4,3
10,1,3,4,5,3,3
11,1,3,3,5,3,3
12,1,3,2,5,3,2
13,1,3,4,5,3,3
14,1,2,3,5,2,2
15,1,3,3,5,2,2
16,4,4,3,5,4,4
17,1,2,3,1,2,2
18,1,3,2,5,4,3
19,1,3,4,5,3,3
20,1,3,3,5,3,3
21,1,3,3,5,3,3
22,1,3,4,5,3,3
23,1,3,3,5,3,3
24,1,2,3,5,3,2
25,1,3,2,5,4,3
26,1,2,2,5,3,2
27,1,3,2,5,3,2
28,5,3,3,5,3,4
29,1,3,2,5,3,2
30,1,3,2,5,2,2
31,1,3,2,5,3,2
32,1,4,3,5,3,3
33,1,2,4,5,3,2
34,1,4,2,5,3,3
35,1,3,3,5,3,3
36,1,2,3,5,3,2
37,1,4,2,5,3,3
38,1,2,3,5,3,2
39,1,3,3,5,3,3
40,1,3,4,5,3,3
41,1,2,3,5,3,2
42,1,3,3,5,4,3
43,1,3,4,5,4,3
44,1,3,2,5,3,2
45,5,4,2,5,3,4
46,1,3,2,5,3,2
47,1,3,3,5,2,2
48,1,2,3,5,2,2
49,1,3,3,5,3,3
50,1,4,2,5,3,3
51,1,3,3,5,4,3
52,1,3,2,1,2,1
53,1,2,3,5,2,2
54,1,3,3,5,3,3
55,1,2,3,1,0,1
56,1,2,4,5,0,1
57,1,3,3,5,3,2
58,1,2,3,5,0,1
59,1,3,2,5,2,1
60,1,3,2,5,3,2
61,1,3,2,5,4,2
62,1,2,2,5,0,1
63,1,3,2,5,3,2
64,1,4,2,5,4,3
65,1,4,2,5,4,3
66,1,3,2,5,3,2
67,1,4,4,5,3,3
68,1,2,2,5,0,1
69,1,2,2,5,0,1
70,4,4,3,5,4,4
71,1,2,3,5,0,1
72,1,2,2,5,0,1
73,1,2,3,5,0,1
74,1,3,1,5,3,2
75,1,2,2,5,0,1
76,1,2,2,5,1,1
77,5,2,2,5,0,3
78,1,2,2,5,0,1
79,1,2,2,5,1,1
80,5,3,2,5,1,3
81,1,3,2,5,1,1
82,1,3,3,5,2,2
83,1,2,2,5,1,1
84,1,2,2,5,0,1
85,1,3,2,5,2,2
86,1,2,2,1,0,1
87,1,3,2,5,3,2
88,1,3,4,5,3,3
89,1,4,4,5,4,4
90,1,3,4,5,2,3
91,1,3,2,5,2,2
92,1,2,4,5,0,1
93,1,2,4,5,0,1
94,1,4,2,5,3,3
95,1,4,3,5,5,4
96,1,4,2,5,3,3
97,1,2,2,5,3,2
98,1,1,1,5,0,1
99,1,2,3,5,0,1
100,1,2,3,5,0,1
101,1,4,2,5,3,3
102,1,3,4,5,4,3
103,1,2,3,5,0,1
104,1,2,3,5,0,1
105,1,2,2,5,0,1
106,1,3,2,5,0,2
107,1,2,2,1,0,1
108,1,3,2,1,2,1
109,1,2,2,5,0,1
110,5,5,5,5,5,5
111,1,4,2,5,4,3
