1,4,2,3,2,3,3
2,2,4,4,2,3,3
3,1,1,3,2,2,1
4,4,3,3,5,4,4
5,1,3,4,3,2,2
6,3,3,5,3,4,4
7,5,4,4,4,4,5
8,4,1,1,4,4,2
9,5,2,4,1,3,3
10,2,1,3,2,2,1
11,4,2,2,1,2,2
12,4,4,4,4,4,4
13,3,3,4,5,5,4
14,4,5,5,3,5,5
15,3,5,5,4,5,5
16,2,3,4,5,3,3
17,4,1,3,1,1,1
18,3,3,4,3,3,3
19,2,4,4,3,5,4
20,3,2,4,2,5,3
21,2,2,5,3,2,2
22,1,3,4,2,3,3
23,2,3,4,3,4,3
24,2,2,4,3,2,2
25,3,3,3,2,3,3
26,3,2,3,4,4,3
27,5,4,4,4,5,5
28,3,4,4,5,3,4
29,2,2,4,1,2,2
30,5,4,4,5,4,5
31,2,3,3,3,3,3
32,1,4,3,2,3,3
33,2,1,4,2,1,1
34,3,5,3,1,3,3
35,2,1,3,2,1,1
36,2,2,3,3,4,2
37,3,3,3,3,3,3
38,3,4,4,4,5,4
39,3,3,4,3,3,3
40,1,1,4,2,1,1
41,4,4,5,3,3,4
42,3,2,4,4,4,4
43,2,3,4,3,2,2
44,5,5,5,5,5,5
45,3,2,3,3,1,2
46,4,3,4,4,4,4
47,1,1,4,1,1,1
48,4,2,4,5,4,4
49,4,4,4,5,5,5
50,2,2,3,3,1,2
51,1,3,3,3,3,2
52,5,3,4,2,4,3
53,2,1,3,2,1,1
54,2,3,4,4,3,3
55,3,1,5,2,2,2
56,3,1,4,3,2,2
57,4,3,5,4,4,4
58,2,2,4,2,1,2
59,5,3,4,4,5,5
60,4,1,4,4,1,2
61,3,4,5,3,3,3
62,4,1,2,2,2,2
63,4,3,4,3,3,3
64,4,3,5,2,3,3
65,2,2,4,3,3,3
66,5,5,5,4,5,5
67,4,3,4,2,4,4
68,4,2,3,3,4,4
69,1,3,2,1,1,1
70,3,1,4,4,4,3
71,4,2,3,5,4,4
72,2,1,3,3,3,2
73,4,2,5,4,5,4
74,3,5,3,5,5,5
75,3,3,3,2,4,3
76,2,2,5,4,1,2
77,3,2,3,3,2,2
78,2,2,3,2,2,2
79,5,4,5,2,5,5
80,3,3,5,3,3,3
81,2,1,3,3,3,2
82,5,3,3,5,5,5
83,2,2,4,4,3,3
84,3,1,2,4,2,2
85,5,5,3,4,5,5
86,1,1,4,1,1,1
87,3,2,4,4,4,4
88,2,3,4,2,4,3
89,1,3,4,5,3,3
90,2,2,4,2,4,2
91,5,4,4,5,5,5
92,1,1,4,3,1,1
93,2,1,4,2,1,1
94,2,4,5,3,2,3
95,2,2,4,4,4,3
96,5,2,4,5,5,5
97,5,1,5,3,4,4
98,2,1,3,4,3,3
99,4,4,4,4,2,4
100,2,1,4,4,2,2
101,3,5,5,3,2,4
102,5,2,4,4,5,4
103,1,2,4,3,1,2
104,2,2,4,3,2,2
105,1,2,3,4,1,2
106,2,2,3,3,3,3
107,2,1,3,1,1,1
108,3,4,3,2,2,3
109,1,3,2,3,2,2
110,3,1,2,3,2,2
111,3,4,3,4,3,4
